id,category
961,0
962,0
963,2
964,1
965,3
966,2
967,0
968,4
969,4
970,4
971,2
972,2
973,3
974,1
975,2
976,4
977,1
978,3
979,4
980,1
981,2
982,0
983,2
984,0
985,3
986,4
987,3
988,4
989,2
990,1
991,1
992,2
993,4
994,2
995,4
996,1
997,1
998,4
999,1
1000,4
1001,4
1002,4
1003,2
1004,0
1005,0
1006,3
1007,2
1008,2
1009,1
1010,0
1011,2
1012,2
1013,3
1014,0
1015,3
1016,0
1017,0
1018,3
1019,0
1020,3
1021,2
1022,0
1023,1
1024,0
1025,2
1026,0
1027,4
1028,1
1029,1
1030,4
1031,4
1032,2
1033,2
1034,4
1035,0
1036,1
1037,1
1038,2
1039,1
1040,1
1041,3
1042,0
1043,3
1044,2
1045,4
1046,4
1047,2
1048,0
1049,0
1050,0
1051,4
1052,0
1053,1
1054,3
1055,4
1056,2
1057,0
1058,0
1059,3
1060,1
1061,0
1062,2
1063,0
1064,1
1065,1
1066,4
1067,4
1068,0
1069,0
1070,0
1071,4
1072,0
1073,2
1074,1
1075,1
1076,4
1077,0
1078,4
1079,3
1080,2
1081,1
1082,4
1083,1
1084,3
1085,0
1086,4
1087,3
1088,2
1089,2
1090,4
1091,1
1092,2
1093,1
1094,4
1095,3
1096,1
1097,4
1098,3
1099,1
1100,0
1101,3
1102,3
1103,4
1104,2
1105,3
1106,4
1107,3
1108,2
1109,4
1110,4
1111,2
1112,3
1113,1
1114,2
1115,0
1116,4
1117,0
1118,0
1119,1
1120,1
1121,1
1122,4
1123,1
1124,3
1125,2
1126,0
1127,1
1128,0
1129,3
1130,1
1131,0
1132,1
1133,1
1134,1
1135,0
1136,3
1137,2
1138,3
1139,2
1140,4
1141,1
1142,1
1143,2
1144,0
1145,0
1146,1
1147,3
1148,4
1149,3
1150,1
1151,3
1152,0
1153,4
1154,0
1155,0
1156,3
1157,4
1158,4
1159,1
1160,4
1161,3
1162,0
1163,0
1164,3
1165,0
1166,1
1167,0
1168,1
1169,0
1170,2
1171,3
1172,3
1173,3
1174,2
1175,0
1176,2
1177,1
1178,4
1179,0
1180,0
1181,0
1182,0
1183,3
1184,1
1185,4
1186,1
1187,3
1188,2
1189,1
1190,4
1191,2
1192,1
1193,3
1194,3
1195,1
1196,3
1197,4
1198,2
1199,4
1200,2
1201,4
1202,4
1203,4
1204,1
1205,2
1206,0
1207,1
1208,0
1209,0
1210,3
1211,0
1212,4
1213,1
1214,4
1215,0
1216,4
1217,0
1218,1
1219,1
1220,1
1221,0
1222,4
1223,1
1224,4
1225,2
1226,1
1227,1
1228,2
1229,0
1230,4
1231,3
1232,4
1233,2
1234,4
1235,4
1236,2
1237,4
1238,3
1239,1
1240,0
1241,2
1242,3
1243,1
1244,4
1245,1
1246,0
1247,3
1248,1
1249,1
1250,2
1251,4
1252,3
1253,3
1254,2
1255,2
1256,4
1257,3
1258,1
1259,0
1260,3
1261,0
1262,1
1263,2
1264,1
1265,3
1266,1
1267,3
1268,4
1269,0
1270,4
1271,2
1272,4
1273,1
1274,2
1275,4
1276,4
1277,1
1278,4
1279,0
1280,0
1281,1
1282,4
1283,1
1284,2
1285,4
1286,2
1287,1
1288,2
1289,2
1290,0
1291,2
1292,0
1293,4
1294,0
1295,3
1296,4
1297,4
1298,0
1299,4
1300,2
1301,3
1302,2
1303,3
1304,0
1305,0
1306,3
1307,4
1308,1
1309,2
1310,4
1311,3
1312,4
1313,2
1314,3
1315,4
1316,3
1317,3
1318,4
1319,4
1320,1
1321,3
1322,1
1323,1
1324,0
1325,2
1326,4
1327,4
1328,0
1329,0
1330,2
1331,0
1332,3
1333,0
1334,1
1335,0
1336,3
1337,3
1338,1
1339,2
1340,2
1341,0
1342,1
1343,2
1344,4
1345,1
1346,4
1347,4
1348,2
1349,2
1350,4
1351,3
1352,2
1353,2
1354,3
1355,4
1356,1
1357,4
1358,4
1359,1
1360,3
1361,4
1362,2
1363,2
1364,3
1365,0
1366,1
1367,0
1368,1
1369,1
1370,2
1371,3
1372,4
1373,2
1374,1
1375,4
1376,4
1377,1
1378,2
1379,1
1380,3
1381,2
1382,0
1383,3
1384,0
1385,3
1386,1
1387,1
1388,4
1389,2
1390,2
1391,2
1392,1
1393,4
1394,0
1395,2
1396,2
1397,3
1398,3
1399,1
1400,2
1401,1
1402,1
1403,4
1404,2
1405,3
1406,1
1407,3
1408,4
1409,1
1410,0
1411,4
1412,4
1413,4
1414,1
1415,0
1416,1
1417,0
1418,2
1419,3
1420,3
1421,1
1422,3
1423,3
1424,3
1425,3
1426,0
1427,1
1428,4
1429,3
1430,4
1431,1
1432,4
1433,4
1434,0
1435,3
1436,4
1437,1
1438,4
1439,2
1440,2
1441,2
1442,0
1443,3
1444,4
1445,3
1446,2
1447,3
1448,0
1449,3
1450,3
1451,4
1452,0
1453,0
1454,1
1455,0
1456,4
1457,2
1458,3
1459,3
1460,2
1461,4
1462,2
1463,2
1464,0
1465,0
1466,3
1467,1
1468,1
1469,0
1470,3
1471,2
1472,0
1473,1
1474,1
1475,0
1476,1
1477,1
1478,4
1479,3
1480,3
1481,2
1482,3
1483,1
1484,3
1485,0
1486,4
1487,4
1488,0
1489,3
1490,2
1491,3
1492,4
1493,4
1494,0
1495,4
1496,0
1497,4
1498,0
1499,2
1500,1
1501,3
1502,4
1503,1
1504,0
1505,0
1506,4
1507,3
1508,4
1509,4
1510,3
1511,4
1512,2
1513,4
1514,4
1515,0
1516,4
1517,1
1518,2
1519,3
1520,3
1521,4
1522,2
1523,2
1524,0
1525,0
1526,1
1527,2
1528,2
1529,3
1530,2
1531,0
1532,0
1533,4
1534,0
1535,4
1536,4
1537,4
1538,3
1539,2
1540,0
1541,0
1542,2
1543,0
1544,2
1545,0
1546,1
1547,2
1548,0
1549,2
1550,0
1551,3
1552,0
1553,0
1554,4
1555,2
1556,3
1557,4
1558,2
1559,3
1560,2
1561,0
1562,0
1563,3
1564,0
1565,1
1566,1
1567,2
1568,0
1569,0
1570,1
1571,0
1572,4
1573,0
1574,1
1575,3
1576,4
1577,1
1578,2
1579,1
1580,0
1581,2
1582,3
1583,3
1584,3
1585,0
1586,0
1587,3
1588,0
1589,0
1590,3
1591,2
1592,0
1593,1
1594,4
1595,0
1596,1
1597,0
1598,3
1599,0
1600,3
1601,2
1602,1
1603,3
1604,1
1605,3
1606,0
1607,4
1608,1
1609,4
1610,0
1611,2
1612,0
1613,2
1614,2
1615,3
1616,1
1617,0
1618,2
1619,4
1620,4
1621,4
1622,3
1623,0
1624,0
1625,0
1626,0
1627,4
1628,4
1629,4
1630,2
1631,3
1632,4
1633,2
1634,3
1635,2
1636,3
1637,1
1638,4
1639,2
1640,0
1641,4
1642,3
1643,1
1644,4
1645,4
1646,1
1647,4
1648,3
1649,1
1650,2
1651,1
1652,0
1653,3
1654,0
1655,1
1656,0
1657,4
1658,1
1659,1
1660,3
1661,0
1662,0
1663,1
1664,3
1665,3
1666,3
1667,2
1668,2
1669,2
1670,4
1671,1
1672,3
1673,4
1674,3
1675,4
1676,3
1677,0
1678,0
1679,0
1680,2
1681,2
1682,0
1683,1
1684,3
1685,4
1686,2
1687,2
1688,3
1689,4
1690,2
1691,1
1692,0
1693,4
1694,4
1695,0
1696,1
1697,0
1698,1
1699,2
1700,0
1701,3
1702,3
1703,2
1704,3
1705,1
1706,3
1707,2
1708,0
1709,1
1710,3
1711,2
1712,2
1713,2
1714,1
1715,4
1716,1
1717,4
1718,4
1719,3
1720,1
1721,1
1722,2
1723,1
1724,4
1725,1
1726,1
1727,1
1728,3
1729,3
1730,1
1731,4
1732,1
1733,3
1734,1
1735,0
1736,4
1737,2
1738,4
1739,3
1740,1
1741,2
1742,1
1743,1
1744,0
1745,2
1746,1
1747,3
1748,3
1749,1
1750,1
1751,1
1752,0
1753,3
1754,4
1755,2
1756,4
1757,3
1758,1
1759,2
1760,1
1761,4
1762,0
1763,4
1764,2
1765,1
1766,4
1767,4
1768,1
1769,3
1770,0
1771,3
1772,0
1773,0
1774,4
1775,2
1776,3
1777,1
1778,1
1779,1
1780,2
1781,1
1782,2
1783,4
1784,2
1785,1
1786,0
1787,4
1788,2
1789,2
1790,0
1791,2
1792,3
1793,2
1794,3
1795,4
1796,4
1797,1
1798,0
1799,1
1800,2
1801,0
1802,3
1803,0
1804,0
1805,2
1806,3
1807,4
1808,3
1809,0
1810,2
1811,4
1812,3
1813,2
1814,3
1815,0
1816,0
1817,2
1818,4
1819,2
1820,3
1821,0
1822,1
1823,1
1824,0
1825,1
1826,1
1827,0
1828,2
1829,1
1830,0
1831,1
1832,0
1833,4
1834,2
1835,3
1836,2
1837,4
1838,2
1839,0
1840,0
1841,2
1842,0
1843,0
1844,1
1845,0
1846,0
1847,2
1848,4
1849,1
1850,1
1851,0
1852,2
1853,1
1854,0
1855,0
1856,1
1857,0
1858,4
1859,3
1860,2
1861,1
1862,4
1863,3
1864,0
1865,4
1866,4
1867,0
1868,4
1869,0
1870,2
1871,1
1872,4
1873,1
1874,3
1875,3
1876,1
1877,3
1878,0
1879,0
1880,3
1881,1
1882,1
1883,3
1884,2
1885,1
1886,2
1887,3
1888,0
1889,1
1890,0
1891,1
1892,2
1893,2
1894,3
1895,1
1896,0
1897,0
1898,4
1899,0
1900,3
1901,4
1902,2
1903,0
1904,1
1905,1
1906,4
1907,3
1908,4
1909,4
1910,0
1911,2
1912,0
1913,2
1914,1
1915,3
1916,1
1917,4
1918,2
1919,4
1920,2
1921,3
1922,3
1923,2
1924,4
1925,4
1926,2
1927,3
1928,2
1929,0
1930,1
1931,3
1932,0
1933,3
1934,1
1935,4
1936,4
1937,2
1938,2
1939,1
1940,3
1941,3
1942,1
1943,4
1944,2
1945,0
1946,0
1947,2
1948,0
1949,4
1950,4
1951,1
1952,0
1953,4
1954,4
1955,0
1956,0
1957,4
1958,1
1959,3
1960,4
1961,2
1962,2
1963,3
1964,3
1965,1
1966,4
1967,1
1968,2
1969,2
1970,3
1971,4
1972,2
1973,0
1974,3
1975,2
1976,4
1977,4
1978,4
1979,2
1980,2
1981,3
1982,1
1983,3
1984,1
1985,0
1986,1
1987,1
1988,0
1989,3
1990,1
1991,0
1992,3
1993,0
1994,0
1995,1
1996,2
1997,1
1998,4
1999,1
2000,4
2001,4
2002,1
2003,4
2004,4
2005,3
2006,2
2007,3
2008,1
2009,3
2010,1
2011,3
2012,1
2013,3
2014,4
2015,2
2016,4
2017,1
2018,1
2019,4
2020,4
2021,2
2022,0
2023,1
2024,3
2025,1
2026,0
2027,4
2028,1
2029,0
2030,4
2031,1
2032,4
2033,4
2034,1
2035,1
2036,4
2037,1
2038,3
2039,2
2040,1
2041,3
2042,1
2043,3
2044,3
2045,1
2046,4
2047,3
2048,4
2049,0
2050,0
2051,1
2052,3
2053,0
2054,1
2055,4
2056,1
2057,4
2058,0
2059,1
2060,3
2061,0
2062,0
2063,4
2064,0
2065,2
2066,0
2067,0
2068,0
2069,0
2070,2
2071,2
2072,1
2073,3
2074,1
2075,0
2076,3
2077,2
2078,3
2079,1
2080,0
2081,3
2082,3
2083,3
2084,1
2085,2
2086,0
2087,2
2088,0
2089,4
2090,1
2091,3
2092,4
2093,3
2094,1
2095,4
2096,2
2097,0
2098,4
2099,2
2100,1
2101,3
2102,1
2103,0
2104,1
2105,0
2106,1
2107,4
2108,0
2109,2
2110,4
2111,0
2112,3
2113,2
2114,4
2115,1
2116,0
2117,4
2118,2
2119,2
2120,2
2121,4
2122,1
2123,0
2124,3
2125,0
2126,2
2127,2
2128,2
2129,2
2130,0
2131,1
2132,1
2133,3
2134,0
2135,4
2136,2
2137,4
2138,4
2139,4
2140,0
2141,2
2142,2
2143,1
2144,3
2145,1
2146,3
2147,3
2148,3
2149,1
2150,1
2151,0
2152,4
2153,1
2154,0
2155,0
2156,1
2157,4
2158,3
2159,2
2160,3
2161,3
2162,2
2163,2
2164,3
2165,3
2166,1
2167,1
2168,0
2169,2
2170,4
2171,2
2172,2
2173,2
2174,2
2175,1
2176,3
2177,1
2178,0
2179,3
2180,1
2181,4
2182,2
2183,0
2184,1
2185,2
2186,2
2187,3
2188,1
2189,0
2190,2
2191,0
2192,1
2193,3
2194,4
2195,3
2196,3
2197,3
2198,2
2199,3
2200,0
2201,1
2202,1
2203,3
2204,4
2205,0
2206,1
2207,0
2208,3
2209,1
2210,3
2211,2
2212,0
2213,0
2214,4
2215,3
2216,1
2217,0
2218,2
2219,4
2220,1
2221,0
2222,2
2223,0
2224,3
2225,4
2226,0
2227,3
2228,3
2229,0
2230,2
2231,0
2232,1
2233,1
2234,1
2235,4
2236,3
2237,1
2238,1
2239,3
2240,0
2241,4
2242,3
2243,0
2244,2
2245,4
2246,3
2247,3
2248,1
2249,4
2250,3
2251,3
2252,2
2253,1
2254,4
2255,0
2256,3
2257,0
2258,2
2259,0
2260,4
2261,2
2262,3
2263,2
2264,1
2265,1
2266,2
2267,0
2268,1
2269,2
2270,4
2271,4
2272,2
2273,4
2274,1
2275,0
2276,2
2277,1
2278,0
2279,3
2280,2
2281,3
2282,4
2283,1
2284,4
2285,0
2286,0
2287,1
2288,3
2289,2
2290,1
2291,1
2292,3
2293,0
2294,3
2295,2
2296,4
2297,4
2298,1
2299,2
2300,3
2301,2
2302,3
2303,0
2304,0
2305,3
2306,0
2307,3
2308,1
2309,2
2310,1
2311,4
2312,0
2313,0
2314,2
2315,1
2316,1
2317,4
2318,2
2319,1
2320,1
2321,1
2322,3
2323,2
2324,4
2325,3
2326,1
2327,1
2328,4
2329,2
2330,3
2331,2
2332,3
2333,1
2334,1
2335,0
2336,0
2337,4
2338,2
2339,4
2340,4
2341,4
2342,3
2343,0
2344,2
2345,2
2346,3
2347,2
2348,3
2349,0
2350,4
2351,2
2352,3
2353,2
2354,1
2355,1
2356,4
2357,4
2358,1
2359,3
2360,3
2361,1
2362,0
2363,4
2364,4
2365,4
2366,4
2367,3
2368,1
2369,0
2370,1
2371,3
2372,0
2373,3
2374,4
2375,0
2376,1
2377,3
2378,3
2379,1
2380,1
2381,2
2382,3
2383,3
2384,4
2385,3
2386,1
2387,1
2388,3
2389,1
2390,4
2391,4
2392,0
2393,2
2394,2
2395,2
2396,3
2397,2
2398,2
2399,2
2400,0
2401,2
2402,1
2403,2
2404,2
2405,3
2406,1
2407,3
2408,3
2409,1
2410,2
2411,0
2412,1
2413,2
2414,1
2415,2
2416,2
2417,2
2418,2
2419,1
2420,1
2421,1
2422,0
2423,3
2424,1
2425,0
2426,3
2427,3
2428,2
2429,2
2430,0
2431,1
2432,3
2433,3
2434,0
2435,3
2436,2
2437,3
2438,0
2439,4
2440,1
2441,4
2442,3
2443,3
2444,2
2445,4
2446,0
2447,2
2448,1
2449,0
2450,2
2451,1
2452,0
2453,4
2454,4
2455,0
2456,0
2457,1
2458,1
2459,0
2460,1
2461,4
2462,0
2463,4
2464,0
2465,2
2466,0
2467,2
2468,4
2469,1
2470,4
2471,3
2472,0
2473,2
2474,1
2475,4
2476,1
2477,0
2478,3
2479,1
2480,2
2481,4
2482,1
2483,4
2484,1
2485,2
2486,3
2487,2
2488,3
2489,4
2490,4
2491,3
2492,2
2493,1
2494,2
2495,3
2496,0
2497,1
2498,1
2499,4
2500,1
2501,4
2502,2
2503,2
2504,3
2505,4
2506,2
2507,1
2508,2
2509,3
2510,1
2511,1
2512,1
2513,2
2514,2
2515,4
2516,0
2517,3
2518,4
2519,3
2520,0
2521,3
2522,4
2523,2
2524,1
2525,1
2526,3
2527,1
2528,2
2529,2
2530,3
2531,1
2532,3
2533,0
2534,0
2535,2
2536,1
2537,3
2538,2
2539,4
2540,1
2541,1
2542,0
2543,4
2544,4
2545,2
2546,1
2547,1
2548,3
2549,1
2550,1
2551,3
2552,2
2553,0
2554,4
2555,0
2556,2
2557,4
2558,3
2559,4
2560,2
2561,4
2562,1
2563,0
2564,2
2565,3
2566,3
2567,3
2568,2
2569,1
2570,4
2571,1
2572,1
2573,0
2574,2
2575,4
2576,3
2577,2
2578,3
2579,4
2580,2
2581,1
2582,3
2583,0
2584,1
2585,2
2586,3
2587,4
2588,4
2589,1
2590,4
2591,3
2592,0
2593,4
2594,2
2595,4
2596,4
2597,2
2598,4
2599,3
2600,0
2601,4
2602,2
2603,1
2604,1
2605,4
2606,4
2607,2
2608,4
2609,1
2610,1
2611,0
2612,4
2613,1
2614,2
2615,1
2616,3
2617,0
2618,1
2619,2
2620,4
2621,0
2622,0
2623,4
2624,2
2625,1
2626,2
2627,0
2628,4
2629,1
2630,1
2631,1
2632,1
2633,3
2634,4
2635,1
2636,0
2637,2
2638,1
2639,2
2640,2
2641,4
2642,2
2643,1
2644,1
2645,1
2646,1
2647,3
2648,0
2649,3
2650,1
2651,3
2652,3
2653,3
2654,3
2655,2
2656,1
2657,1
2658,3
2659,1
2660,0
2661,0
2662,0
2663,1
2664,4
2665,1
2666,4
2667,1
2668,3
2669,4
2670,3
2671,2
2672,3
2673,4
2674,3
2675,4
2676,0
2677,0
2678,1
2679,3
2680,2
2681,0
2682,3
2683,4
2684,2
2685,4
2686,2
2687,3
2688,3
2689,0
2690,3
2691,4
2692,4
2693,4
2694,1
2695,4
2696,3
2697,3
2698,0
2699,4
2700,4
2701,4
2702,2
2703,1
2704,2
2705,1
2706,4
2707,4
2708,2
2709,2
2710,3
2711,3
2712,2
2713,4
2714,2
2715,1
2716,0
2717,0
2718,0
2719,0
2720,1
2721,2
2722,4
2723,0
2724,2
2725,4
2726,3
2727,3
2728,3
2729,0
2730,1
2731,0
2732,1
2733,2
2734,2
2735,3
2736,2
2737,1
2738,0
2739,4
2740,2
2741,0
2742,3
2743,3
2744,2
2745,0
2746,4
2747,0
2748,1
2749,2
2750,3
2751,2
2752,1
2753,0
2754,1
2755,4
2756,0
2757,0
2758,0
2759,1
2760,2
2761,4
2762,1
2763,2
2764,0
2765,1
2766,4
2767,1
2768,2
2769,4
2770,2
2771,3
2772,4
2773,3
2774,2
2775,2
2776,2
2777,1
2778,1
2779,1
2780,1
2781,2
2782,0
2783,0
2784,3
2785,2
2786,3
2787,4
2788,3
2789,1
2790,1
2791,4
2792,2
2793,0
2794,0
2795,2
2796,4
2797,3
2798,1
2799,0
2800,3
2801,2
2802,3
2803,1
2804,4
2805,0
2806,1
2807,3
2808,0
2809,2
2810,1
2811,1
2812,4
2813,0
2814,2
2815,3
2816,2
2817,0
2818,0
2819,4
2820,2
2821,0
2822,4
2823,2
2824,3
2825,0
2826,2
2827,0
2828,1
2829,1
2830,1
2831,0
2832,4
2833,1
2834,2
2835,2
2836,0
2837,1
2838,2
2839,3
2840,4
2841,1
2842,3
2843,1
2844,4
2845,2
2846,1
2847,3
2848,1
2849,2
2850,1
2851,4
2852,1
2853,2
2854,2
2855,1
2856,0
2857,1
2858,1
2859,0
2860,0
2861,1
2862,0
2863,4
2864,0
2865,0
2866,3
2867,3
2868,1
2869,1
2870,1
2871,0
2872,4
2873,3
2874,0
2875,2
2876,2
2877,3
2878,2
2879,1
2880,4
2881,3
2882,2
2883,0
2884,1
2885,2
2886,2
2887,0
2888,2
2889,3
2890,0
2891,3
2892,1
2893,2
2894,4
2895,2
2896,1
2897,4
2898,4
2899,0
2900,0
2901,3
2902,0
2903,1
2904,3
2905,2
2906,1
2907,1
2908,0
2909,1
2910,2
2911,3
2912,0
2913,4
2914,2
2915,1
2916,3
2917,2
2918,4
2919,2
2920,1
2921,0
2922,3
2923,0
2924,1
2925,2
2926,1
2927,4
2928,2
2929,2
2930,1
2931,2
2932,1
2933,2
2934,0
2935,3
2936,1
2937,3
2938,3
2939,0
2940,3
2941,3
2942,0
2943,0
2944,3
2945,3
2946,0
2947,4
2948,3
2949,1
2950,3
2951,2
2952,3
2953,4
2954,3
2955,4
2956,4
2957,3
2958,1
2959,1
2960,2
2961,3
2962,4
2963,3
2964,2
2965,2
2966,3
2967,2
2968,3
2969,0
2970,0
2971,2
2972,2
2973,3
2974,1
2975,1
2976,0
2977,3
2978,4
2979,3
2980,4
2981,4
2982,2
2983,4
2984,3
2985,3
2986,0
2987,4
2988,1
2989,4
2990,4
2991,1
2992,2
2993,2
2994,3
2995,2
2996,1
2997,0
